feature,mean_importance
Low Price_sum_High Price,9.42150816999469e-05
MA20,0.00011135924094195001
Prev Close Price,0.0001257917411407518
Prev Volume,0.00016171691634989381
MA5,0.00024085551130624306
MA10,0.00026344432539691514
High Price_multiply_Open Price,0.0003888655154207389
Close Price_sum_Low Price,0.0006634414797707129
Dividend_sum_Close Price,0.0010262443606302413
Close Price_diff_Dividend,0.0017403038341789738
Close Price_sum_High Price,0.00212380118866349
High Price_sum_Open Price,0.0041453618390489355
Low Price_multiply_High Price,0.006924311718437254
Open Price,0.007207284813940553
High Price,0.017412819306880472
Close Price,0.023251619509031866
Low Price,0.028380835709583146
Close Price_multiply_High Price,0.030942008512059027
Close Price_multiply_Low Price,0.0996350513011647
