feature,mean_importance
High Price,-0.0009566550836009879
Low Price,-0.0003758657197734383
Dividend,0.0
Open Price,0.00030227015817614334
Close Price,0.000349657719457297
Prev Close Price,0.0015178393509475586
MA5,0.0018490224531425125
MA10,0.002082588672860841
Volume,0.003102338144194805
MA20,0.004200802648710944
Prev Volume,0.004226936003994419
