feature,mean_importance
MA20_ratio_MA10,-0.0004143669224202284
MA5,-0.00017989169935113126
Low Price_diff_MA20,-0.0001729766402583932
High Price,-7.614505435413755e-05
Dividend_ratio_Prev Volume,0.0
Dividend,0.0
Dividend_multiply_Low Price,0.0
Dividend_ratio_Volume,0.0
MA5_ratio_Dividend,0.0
Close Price,5.3879929162703454e-05
Low Price,6.947696495676058e-05
Prev Volume_multiply_Prev Close Price,0.0001726593876578697
MA10,0.00029052501270347973
Open Price,0.00034200353329729707
MA20,0.000897550226547672
Close Price_ratio_MA5,0.001008745572387415
Prev Close Price,0.0011150937345569601
Volume,0.0014554237337542242
Open Price_diff_Low Price,0.0015366532033987967
Low Price_diff_Close Price,0.0022996002082331657
Prev Volume,0.0026764543845692267
