feature,mean_importance
MA20_ratio_MA10,-0.0005314708890661102
MA20,-0.00034895446541665097
Prev Volume,-0.00015411990611635673
Open Price,-5.3640695778289785e-06
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Low Price,0.0
Dividend_ratio_Volume,0.0
Dividend,0.0
High Price,0.0
MA5,0.00013568320694401503
MA10,0.00014793841017120003
Close Price,0.0001932016100857137
Prev Close Price,0.0003534409627320656
Prev Volume_multiply_Prev Close Price,0.0004755176512870163
Low Price_diff_Close Price,0.0005489565218324444
Close Price_ratio_MA5,0.0008851964874751151
Low Price_diff_MA20,0.0009130246573179068
Volume,0.0010025011977376596
Open Price_diff_Low Price,0.0010181933033195588
