feature,mean_importance
MA5,-0.0006447748989149238
MA20_ratio_MA10,-0.0003180990341177914
MA10,-0.0002508288291048322
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Dividend_ratio_Volume,0.0
Dividend,0.0
Prev Close Price,6.114408127415594e-05
MA20,0.0002907671003516077
Open Price,0.0004041214177381569
Low Price_diff_MA20,0.0004736028827200478
Low Price_diff_Close Price,0.001062580889802156
High Price,0.001275589956113299
Close Price,0.0012759901133449602
Volume,0.0013910455461964677
Low Price,0.0014548981808204964
Prev Volume_multiply_Prev Close Price,0.0015901839576716093
Prev Volume,0.0017227974865975603
Close Price_ratio_MA5,0.0021870279469769827
Open Price_diff_Low Price,0.0022668673467232557
