feature,mean_importance
Dividend,-7.582888516595165e-05
High Price,0.00028176188693234127
MA10,0.0004571924722774678
Close Price,0.0006953151383047862
random_feature,0.001250089672968735
Prev Volume,0.0014489237005804955
Open Price,0.0014800406846627646
MA20,0.0023043597676426055
Prev Close Price,0.003935008170957599
MA5,0.003959154841544255
Volume,0.004912656694929751
Low Price,0.01058429569427386
