feature,weight
intercept,0.011704257205671753
Open Price,0.011004951441219026
High Price,0.007053230911182907
Low Price,0.007180670474638065
Close Price,-0.009123794754898286
Volume,0.0112082083956341
Dividend,-0.009415008598569545
MA5,0.004180978826031182
MA10,0.005117820926854859
MA20,0.0026582092521950144
Prev Close Price,0.006387716109348431
Prev Volume,-0.05647376344206072
