feature,mean_importance
Prev Volume,-0.00044339755917999213
Close Price,-0.0003869107207724376
Volume,-0.00030709822440750935
Low Price,-0.00014160574731076904
Prev Close Price,-0.00012282887974510715
MA5,-0.00011669037812562788
MA20,-9.008038151077091e-05
High Price,-6.524574351962631e-05
Open Price,-1.1580476655215221e-05
MA10,-9.093426319783938e-06
Dividend,-8.457857194832385e-07
