feature,weight
intercept,0.011500524049890139
Open Price,0.008445769804332206
High Price,0.006740836236544969
Low Price,0.0017878971064245839
Close Price,-0.011273938871181863
Volume,0.0029646823141870012
Dividend,-0.01229466881516689
MA5,0.0008866465754426088
MA10,0.002203786993031513
MA20,0.0017767038662887481
Prev Close Price,0.004027983706652881
Prev Volume,-0.08161561921897545
