feature,weight
intercept,0.011308925796509824
Open Price,0.7333854789660608
High Price,-0.08123600989249558
Low Price,0.30030213195144184
Close Price,-1.2464812614791403
Volume,0.00047264891165838875
Dividend,0.01862356580913921
MA5,-0.011435927358064325
MA10,0.4259354470384118
MA20,-0.16316257434076278
Prev Close Price,0.0510731843843178
Prev Volume,-0.0785142325563898
