feature,weight
intercept,0.07475260474594322
Open Price,0.18151002588885212
High Price,0.10620053929456368
Low Price,0.15856453168338844
Close Price,0.047755278860600485
Volume,0.046730563936846874
Dividend,-0.08613259895469841
MA5,-0.12640855582652466
MA10,-0.25610350442491897
MA20,-0.2609171861580343
Prev Close Price,0.15463547658705812
Prev Volume,-0.03581941155712021
