feature,weight
intercept,0.07632490980233747
Open Price,0.2486227633450067
High Price,-0.13942536190297972
Low Price,0.058737356533212534
Close Price,-0.5612846598882237
Volume,0.06491060946957578
Dividend,-0.39520573651118895
MA5,-0.027511677607422607
MA10,-0.022887390793650125
MA20,-0.41324796363030064
Prev Close Price,0.8638712646675017
Prev Volume,-0.05279111034708392
