feature,mean_importance
Volume,-1.8675619660089327e-05
Dividend,0.0
Prev Volume,1.6371982427586686e-05
Dividend_sum_High Price,2.642335935574428e-05
High Price_diff_Dividend,2.8834798472595658e-05
MA10,4.389090346234312e-05
MA20,7.685480437158738e-05
Open Price,0.0001332452597623067
MA5,0.0002026935404011966
Prev Close Price,0.0002476052813985063
Low Price_multiply_High Price,0.0006554387216638037
Close Price_sum_Open Price,0.00162345764609175
Low Price_sum_High Price,0.004497913259235392
High Price_sum_Open Price,0.009328756003883255
Low Price,0.00982462323499249
High Price_multiply_Open Price,0.012844665389562655
Close Price_multiply_Open Price,0.014919930811909385
Close Price_multiply_High Price,0.01901041361082297
High Price,0.020293012152744927
Close Price_sum_High Price,0.031989998759125844
Close Price,0.1808097555977245
