feature,mean_importance
MA20,-6.038987037291603e-05
Dividend,0.0
Prev Volume,8.52608639493966e-06
Volume,2.5635479815518983e-05
Dividend_sum_High Price,2.7095292361295835e-05
Prev Close Price,4.697520074547924e-05
High Price_multiply_Open Price,5.557518897888322e-05
MA5,7.006604241047379e-05
High Price_diff_Dividend,7.91991478426791e-05
MA10,9.414171006994764e-05
Close Price_multiply_Open Price,0.0013118763096891795
Close Price_sum_Open Price,0.0014345118907772617
High Price,0.002244138221415742
Low Price_multiply_High Price,0.0033091025909811134
Low Price_sum_High Price,0.005141276467219162
Close Price_sum_High Price,0.011667928461448663
Open Price,0.012507633409050239
Close Price_multiply_High Price,0.012622158036972201
High Price_sum_Open Price,0.05805092009614019
Low Price,0.07602051154420451
Close Price,0.14220652439692946
