feature,mean_importance
MA10,-1.6136855160238035e-05
Dividend_sum_High Price,-1.4355345801139643e-05
Dividend,0.0
Volume,3.216031726386431e-05
High Price_diff_Dividend,4.935535983347375e-05
Prev Volume,6.158079887558674e-05
MA20,0.00010690102956981244
MA5,0.0001575371912877488
Low Price_sum_High Price,0.0002567553237653163
Prev Close Price,0.0007831471569683705
Close Price_sum_Open Price,0.0019077913104088664
Open Price,0.0027473326106045594
High Price_multiply_Open Price,0.004567398423869021
High Price,0.0046371203552704
Close Price_multiply_Open Price,0.0049225970229509804
High Price_sum_Open Price,0.011566321851471509
Close Price_multiply_High Price,0.011629607737993392
Close Price_sum_High Price,0.01548103102205027
Low Price_multiply_High Price,0.026581796848813184
Low Price,0.04340621500452539
Close Price,0.1340236416451722
