feature,mean_importance
Volume,0.02628388761806739
Open Price,0.04461281297622095
Prev Close Price,0.08952331657080986
MA20,0.1191526790686261
MA10,0.13511208926809598
Close Price,0.1877087378004966
Low Price,0.24594179736426486
MA5,0.2999348263986591
High Price,0.33396593568714444
