feature,mean_importance
Dividend,5.661583803296191e-05
Volume,0.002053550353727772
Prev Volume,0.006374444561472048
Prev Close Price,0.08751938455150407
Close Price,0.10643489722460961
Open Price,0.11177106755003792
MA20,0.11336262312497496
Low Price,0.1306926352317148
MA10,0.14040186836194665
High Price,0.1442888099182444
MA5,0.15154219249910236
