feature,mean_importance
Volume,0.0004462093296898308
MA20,0.030950143525377605
MA10,0.03617637712385849
Open Price,0.05640771235771236
Prev Close Price,0.06037872605703223
MA5,0.08197564919181802
Low Price,0.09372967698289311
High Price,0.12366918448652937
Close Price,0.16783990761700815
