feature,mean_importance
Open Price,-0.0006511827677726956
High Price,-0.0005096233015450702
Prev Close Price,-0.0004007123126108958
MA5,-0.00038004269255185184
Low Price,-0.00034210948851143286
MA10,-0.000322944725645713
Close Price,-0.00030725620689848744
MA20,-0.00022960580299971056
Volume,-2.8302695739079732e-05
Dividend,-3.019839538631608e-06
Prev Volume,0.00043763725379752927
