feature,mean_importance
Prev Volume,-6.72362900334322e-06
Dividend,0.0
Volume,6.9996017882553194e-06
MA10,1.7594912333493374e-05
Prev Close Price,3.749454243561993e-05
MA20,9.484065167545034e-05
MA5,0.0001349102938867746
High Price_sum_Open Price,0.0002058266559829225
Dividend_sum_High Price,0.0006098017953682557
High Price_diff_Dividend,0.0013513391696456994
Low Price_multiply_High Price,0.0024974766722204666
Low Price_sum_High Price,0.003272972567579627
High Price_multiply_Open Price,0.0044997621715860085
Close Price_multiply_Open Price,0.004529550999168972
Open Price,0.005661848608269969
Close Price_sum_Open Price,0.006624528959621618
High Price,0.015089124671295969
Close Price_sum_High Price,0.017395943013279236
Close Price_multiply_High Price,0.018744232138949102
Low Price,0.062096958037613816
Close Price,0.11252019597498122
