feature,mean_importance
Volume,-4.9283424868427555e-06
Dividend,0.0
Prev Volume,1.809284838855301e-05
Prev Close Price,5.2128122367662864e-05
MA10,5.492457926790451e-05
MA20,9.385086591390109e-05
Dividend_sum_High Price,0.00012219652014813448
MA5,0.00014191610028863166
Open Price,0.00030560704464891575
Low Price_multiply_High Price,0.0014445377541334123
High Price_diff_Dividend,0.002716449554737954
High Price_sum_Open Price,0.004241792539500649
Low Price_sum_High Price,0.004306770189703787
High Price,0.004974552896667216
High Price_multiply_Open Price,0.00619324550392472
Close Price_sum_Open Price,0.009185420768766578
Low Price,0.01174787085692515
Close Price_multiply_High Price,0.013917629299799294
Close Price_multiply_Open Price,0.029363674559941776
Close Price_sum_High Price,0.05545337612507238
Close Price,0.13056985036632143
