feature,mean_importance
MA10,-1.5224903571593815e-05
Dividend,0.0
Volume,1.9408506395474437e-05
Prev Volume,2.1053916146208765e-05
MA5,5.493208712990935e-05
MA20,0.00016149286340577185
Prev Close Price,0.0002446345364709143
Open Price,0.0003281902371651365
Low Price_sum_High Price,0.0005669727683691313
Dividend_sum_High Price,0.0009738004356516106
High Price,0.0013673819722137977
High Price_diff_Dividend,0.002753283322665048
High Price_multiply_Open Price,0.0027792736557112107
High Price_sum_Open Price,0.009833424191029151
Close Price_sum_Open Price,0.010606730354185212
Close Price_multiply_Open Price,0.014984237328724406
Close Price_multiply_High Price,0.020524373468890262
Low Price,0.020581069946799257
Close Price_sum_High Price,0.020953682846436485
Low Price_multiply_High Price,0.027367912427768953
Close Price,0.08398365618786055
