feature,mean_importance
Prev Close Price,3.275106995450899e-05
MA10,9.29099129920629e-05
Prev Volume,0.00030205902672152086
High Price_multiply_Open Price,0.00038661535497493214
MA5,0.0008374626188186378
MA20,0.0009738857446964452
High Price,0.001964904186945504
Open Price,0.0026104976371488808
Low Price_sum_High Price,0.0028666416562303904
High Price_sum_Open Price,0.0040124150235884715
Low Price_multiply_High Price,0.005066873019105951
Close Price_sum_Low Price,0.0076804175731692344
Low Price,0.00887275706215112
Dividend_sum_Close Price,0.009379431873736254
Close Price_sum_High Price,0.01745496597409561
Close Price_diff_Dividend,0.019424092564086705
Close Price_multiply_High Price,0.022026161879784078
Close Price_multiply_Low Price,0.04083923184349597
Close Price,0.05074375895892315
