feature,mean_importance
Prev Close Price,0.00017708715854911297
High Price_multiply_Open Price,0.0001888564386047075
MA5,0.00020891026872156722
MA10,0.0002195633956933179
Low Price_sum_High Price,0.0003309314816286444
Prev Volume,0.00038239774592878676
MA20,0.0006678402242712347
High Price_sum_Open Price,0.0029977099139634187
Low Price_multiply_High Price,0.0038677210670796137
High Price,0.005258603259214862
Close Price_sum_Low Price,0.0063883112066192805
Close Price_diff_Dividend,0.0075223149451348476
Open Price,0.007859240149522531
Close Price_multiply_Low Price,0.008485223571625029
Close Price_multiply_High Price,0.011471622843598692
Low Price,0.011484993285220896
Dividend_sum_Close Price,0.019147739748343783
Close Price_sum_High Price,0.021733341175349124
Close Price,0.07606991930001043
