feature,mean_importance
Prev Close Price,0.0001257894729138665
MA5,0.0004556709565674779
MA10,0.0004566804117924615
Prev Volume,0.0007772248236139895
Low Price_multiply_High Price,0.000889967771938795
High Price_multiply_Open Price,0.0012607604862835274
MA20,0.0016210493292961516
Open Price,0.004091930944480569
Close Price_multiply_Low Price,0.006154613304861384
Low Price,0.00626876380149337
Low Price_sum_High Price,0.006344402947341035
Close Price_diff_Dividend,0.010465035581888722
High Price_sum_Open Price,0.012094813666882304
Dividend_sum_Close Price,0.013167457895382834
Close Price_sum_High Price,0.017692815882485675
Close Price_sum_Low Price,0.01918640664646499
High Price,0.02230619795084484
Close Price_multiply_High Price,0.02503374791263725
Close Price,0.02544177757548071
