feature,mean_importance
MA5,-0.0006804631913415627
MA10,-0.00027301810790565374
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Dividend_ratio_Volume,0.0
Dividend,0.0
MA20,9.377398311238849e-06
MA20_ratio_MA10,4.25897369429773e-05
Open Price,0.00031624350753809425
Low Price_diff_MA20,0.0006428861611556868
Prev Close Price,0.0008806429760138901
Volume,0.0011160796550704565
High Price,0.0011752791748904645
Prev Volume,0.0013492324672637946
Prev Volume_multiply_Prev Close Price,0.0014400879248192
Low Price,0.0018393143543401047
Close Price_ratio_MA5,0.0019746309990658294
Close Price,0.0019783628593435187
Open Price_diff_Low Price,0.002228827571497516
Low Price_diff_Close Price,0.002516663211311121
