feature,mean_importance
MA20_ratio_MA10,-0.0006150513463376583
High Price,-0.00042411823163577276
MA5,-0.0003912128027366402
Low Price_diff_MA20,-8.567942776582793e-05
Low Price,-7.262299574921638e-05
Open Price,-2.8392911808072797e-05
Dividend_ratio_Volume,0.0
MA5_ratio_Dividend,0.0
Dividend_multiply_Low Price,0.0
Dividend_ratio_Prev Volume,0.0
Dividend,0.0
Prev Volume_multiply_Prev Close Price,1.854393550426714e-06
Close Price,3.810666255903428e-05
MA10,0.0003145122419843771
MA20,0.0005018829686743942
Close Price_ratio_MA5,0.000939694582927042
Prev Close Price,0.0009441579776938269
Volume,0.0009630118847774094
Open Price_diff_Low Price,0.0010771172037119746
Low Price_diff_Close Price,0.001927000868137152
Prev Volume,0.002003400221394336
