feature,mean_importance
Dividend,3.124355804207113e-05
MA20,0.00045555461882023084
Prev Volume,0.0007743283231751886
Open Price,0.0010024186591990557
MA10,0.0012021899534723657
Volume,0.0014650986244259423
High Price,0.002053487817746147
Prev Close Price,0.0026743199389990036
MA5,0.0030712728501227416
Close Price,0.0040857388437004925
Low Price,0.00471919425934475
