feature,mean_importance
MA20,-2.629172261585655e-05
MA10,-2.3999439737032447e-05
Open Price,-2.204911117908992e-05
Prev Close Price,-1.4020709111406404e-05
Volume,-1.3757294974925393e-05
Low Price,-9.136715255997353e-06
Prev Volume,-7.359881523294476e-06
High Price,-5.208181475646612e-06
Dividend,-5.694332978256611e-07
MA5,9.420571237095388e-07
Close Price,1.594795541342009e-05
