feature,mean_importance
Dividend,0.0
Prev Close Price,0.00024345438433906412
Volume,0.0003000721248675654
High Price_sum_Open Price,0.0007193255746385364
Prev Volume,0.0011168510008765973
MA10,0.0014190702163263563
MA20,0.0015647193234815475
Open Price,0.002225392982955574
MA5,0.0022466568840420653
High Price_multiply_Open Price,0.0023235098820509215
Dividend_sum_Close Price,0.004694356960153215
Close Price_sum_Low Price,0.005132585048560697
Low Price,0.00521097432730234
High Price,0.006792887627856699
Close Price_sum_High Price,0.0068045925716371195
Low Price_sum_High Price,0.012142689730897044
Low Price_multiply_High Price,0.015052993309962811
Close Price,0.02588558522477828
Close Price_multiply_High Price,0.02765428721457981
Close Price_multiply_Low Price,0.03116182883996619
Close Price_diff_Dividend,0.044874200570015677
