feature,mean_importance
Dividend,0.0
Volume,2.2074077824901264e-05
Prev Close Price,0.00011407166308591392
MA5,0.0002491254915496786
MA10,0.0002839650189170118
Prev Volume,0.00035499837671839685
High Price_multiply_Open Price,0.0006521587289479292
Low Price_sum_High Price,0.0007662492540556308
MA20,0.0007703413074340798
High Price,0.0038586317798009174
High Price_sum_Open Price,0.004122955568525449
Low Price_multiply_High Price,0.004310384529418229
Close Price_multiply_Low Price,0.006073052691084352
Close Price_diff_Dividend,0.006347105432870445
Open Price,0.008429035865452359
Close Price_sum_Low Price,0.008569992165347567
Dividend_sum_Close Price,0.010917999048670704
Close Price_multiply_High Price,0.011686164204657195
Low Price,0.0127209602839071
Close Price_sum_High Price,0.028661925251456756
Close Price,0.0764802862800392
