feature,mean_importance
Volume,-0.0004746760522528426
Close Price,-0.0003426315111596079
MA10,-0.00024577211462710745
Prev Close Price,-0.0001787879057052022
MA20,-0.00010448249819920985
Open Price,-7.843456001248583e-05
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
Dividend,0.0
MA5_ratio_Dividend,0.0
Dividend_ratio_Volume,0.0
Prev Volume,7.170253933623805e-05
Open Price_diff_Low Price,0.0002705511282591555
MA5,0.0004070018105044815
Low Price,0.0004814265194613032
High Price,0.00048756479338716294
Low Price_diff_Close Price,0.0005215480627135616
Low Price_diff_MA20,0.0006368187521885949
Prev Volume_multiply_Prev Close Price,0.001109394409018538
Close Price_ratio_MA5,0.0015974831270672897
MA20_ratio_MA10,0.0023312478451151366
