feature,mean_importance
Open Price_diff_Low Price,-0.0004366668269549567
MA5,-0.00019515522462423273
Close Price,-0.0001523987306609742
High Price,-1.363259140616524e-05
Dividend_ratio_Prev Volume,0.0
Dividend,0.0
Dividend_ratio_Volume,0.0
MA20_ratio_MA10,3.439209485955885e-06
Dividend_multiply_Low Price,7.999800035962679e-06
Prev Close Price,4.551338811900063e-05
MA5_ratio_Dividend,6.653470088813229e-05
Open Price,0.00019221627730516832
Low Price_diff_Close Price,0.00026109149825905844
MA20,0.00039793054271017867
Low Price_diff_MA20,0.00046972462775762835
MA10,0.0009038602273320206
Prev Volume,0.0015343537822162024
Prev Volume_multiply_Prev Close Price,0.001954113714536443
Close Price_ratio_MA5,0.002214057934493008
Low Price,0.002448608640394023
Volume,0.0026611280838949813
