feature,mean_importance
MA10,-0.001110787377949407
Open Price,-0.0002681732644325807
MA5,-0.00020522833365252958
Volume,-9.099994639505393e-05
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Dividend,0.0
Dividend_ratio_Volume,0.0
MA20_ratio_MA10,6.951922921165643e-05
Prev Close Price,0.0004873475694299856
Low Price,0.0008932893086574633
MA20,0.0009546614997545388
Open Price_diff_Low Price,0.0010680190600518059
Prev Volume,0.0011052930818998385
Close Price,0.0011679123609554364
High Price,0.001339301072164556
Prev Volume_multiply_Prev Close Price,0.0016287783331165428
Low Price_diff_Close Price,0.0016695706416432587
Low Price_diff_MA20,0.0020076390932548317
Close Price_ratio_MA5,0.002202267922875567
