feature,mean_importance
MA20,-0.00016734632357540136
Open Price,-3.784856614841292e-05
Prev Close Price,-3.0273137285652395e-06
High Price,0.0
Dividend,0.0
MA10,0.0
Low Price,1.6059304994731073e-05
Volume,9.070626393539171e-05
Close Price,0.00013633224074598437
MA5,0.00025163686737532663
Prev Volume,0.0008098741368365303
