feature,weight
intercept,-0.00035727275939819147
Open Price,-0.9712450760473682
High Price,3.946381283719154
Low Price,-1.7248730621409998
Close Price,-0.30827460860607125
Volume,-0.11039479314169842
Dividend,0.09762855894621796
MA5,0.12596986315295555
MA10,0.14396682077298362
MA20,-0.08826532904291229
Prev Close Price,-0.2887403049150634
Prev Volume,-0.09066428821924866
