feature,weight
intercept,-0.00036727601503979904
Open Price,-1.2170810175558568
High Price,3.739507701439397
Low Price,-1.5201943672450495
Close Price,-0.2612855347031724
Volume,-0.10255112661704324
Dividend,0.10375935939700481
MA5,-0.31563681023688495
MA10,0.3013831483606879
MA20,-0.036703124426936906
Prev Close Price,0.1541709663722186
Prev Volume,-0.0850623434958735
