feature,weight
intercept,3.2529301080977234e-05
Open Price,-1.2470232215517858
High Price,3.8099542453620816
Low Price,-1.5129724426164688
Close Price,-0.15776452847399725
Volume,-0.10643657972382992
Dividend,-0.010987553130749573
MA5,-0.37160836491952653
MA10,0.14587836614218008
MA20,0.07216366461410417
Prev Close Price,0.09766272405131504
Prev Volume,-0.08903013341057353
