feature,mean_importance
Dividend,-2.3945431332988988e-05
MA20,0.008816800391286175
Prev Volume,0.015211244180757233
Prev Close Price,0.01680296506626244
Volume,0.019241527008909364
MA10,0.03872289932074634
Close Price,0.05068405464047772
MA5,0.2710642081023032
Open Price,3.0071846113752914
Low Price,4.440220287043276
High Price,27.925324282799124
