feature,mean_importance
Volume,-0.00038605900240480385
MA10,-0.00036395309504211326
MA5,-0.00026231078567959807
MA20,-6.552252452178831e-05
Prev Volume,-2.948692005608766e-05
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Dividend,0.0
Dividend_ratio_Volume,0.0
MA20_ratio_MA10,0.0001071648379459944
Open Price,0.00014922471914649015
Open Price_diff_Low Price,0.00044700566282529497
Prev Volume_multiply_Prev Close Price,0.000554230364057795
Prev Close Price,0.0008220620865067252
Low Price_diff_MA20,0.0008419457266383823
Low Price,0.0013614168004239201
Close Price_ratio_MA5,0.001367859483302647
Close Price,0.0013777559838417997
High Price,0.0015637179296370985
Low Price_diff_Close Price,0.0018182405378229349
