feature,mean_importance
MA20_ratio_MA10,-0.00026814642444117354
High Price,-0.00017891230674125236
MA5,-0.00014233888462626964
Open Price,-4.3965078517071984e-05
Prev Volume_multiply_Prev Close Price,-3.578531983912114e-05
Dividend,0.0
Dividend_ratio_Volume,0.0
MA5_ratio_Dividend,0.0
Dividend_multiply_Low Price,0.0
Dividend_ratio_Prev Volume,0.0
Low Price_diff_MA20,8.82747698964792e-06
Close Price,2.1279574775867615e-05
Low Price,4.737644945911335e-05
MA10,0.0002779673258890947
MA20,0.0003017293425603862
Prev Close Price,0.0004197263435613108
Close Price_ratio_MA5,0.0005522233303716373
Volume,0.0006635120915617243
Open Price_diff_Low Price,0.0008291022671063741
Low Price_diff_Close Price,0.0009974453658184944
Prev Volume,0.0010591263247965888
