feature,mean_importance
Open Price_diff_Low Price,-0.0010457749200314392
MA20,-0.0008676828425344229
MA10,-0.00032537266523438026
Dividend_ratio_Prev Volume,0.0
Dividend_multiply_Low Price,0.0
MA5_ratio_Dividend,0.0
Dividend,0.0
Dividend_ratio_Volume,0.0
MA20_ratio_MA10,0.0001313676952057863
Open Price,0.00045803390326439877
MA5,0.00061117998617084
Volume,0.0007040409722268492
Prev Close Price,0.0007223793403936307
High Price,0.0009724210412120016
Low Price_diff_MA20,0.001447925200184108
Close Price,0.0022601269475695184
Close Price_ratio_MA5,0.0023568592737043927
Low Price_diff_Close Price,0.0025447996028828746
Prev Volume,0.0034136476192823785
Low Price,0.004909270401127608
Prev Volume_multiply_Prev Close Price,0.004957187011424091
