feature,mean_importance
Prev Volume,-2.0116911430574298e-05
Dividend,0.0
Volume,9.023093212027698e-06
High Price_sum_Open Price,2.2904129127168054e-05
MA10,3.1060902052978866e-05
MA5,7.92024846893692e-05
MA20,0.00012362010243288884
Prev Close Price,0.00014619792257876315
Dividend_sum_High Price,0.00028786312066873647
High Price_diff_Dividend,0.0010807608971739172
Low Price_multiply_High Price,0.0014306487342573416
Close Price_multiply_Open Price,0.003611683692284255
Close Price_sum_Open Price,0.004181199761775164
High Price_multiply_Open Price,0.006589743726227848
Low Price_sum_High Price,0.009813068157532032
Open Price,0.011650949718512136
Close Price_multiply_High Price,0.013707917060538654
High Price,0.015092532086680443
Close Price_sum_High Price,0.020375524713435834
Low Price,0.0540435977090557
Close Price,0.11044721494956097
