feature,mean_importance
MA10,-2.3469827273223542e-05
Dividend_sum_High Price,-9.456321414923891e-07
Dividend,0.0
Volume,3.184534301184788e-05
Prev Volume,6.784948034465055e-05
MA5,9.391827682777394e-05
MA20,0.0001792647410259256
High Price_diff_Dividend,0.00031065720662861444
Low Price_sum_High Price,0.0005155782338483207
Prev Close Price,0.0005398383750998063
Open Price,0.0009512759979506708
High Price,0.0025650729826847607
Close Price_sum_Open Price,0.0051534693120998485
High Price_multiply_Open Price,0.006866647859878003
High Price_sum_Open Price,0.008817054511978669
Low Price,0.011286312595502604
Close Price_multiply_Open Price,0.011424395655842651
Close Price_sum_High Price,0.015209696749740622
Low Price_multiply_High Price,0.025234263819264045
Close Price_multiply_High Price,0.031126506282215544
Close Price,0.12429690654990741
