feature,mean_importance
Dividend,0.0
Volume,2.8250403862643478e-06
Prev Volume,2.527138448363865e-05
Dividend_sum_High Price,3.376721950280005e-05
MA10,5.829111089252449e-05
Prev Close Price,7.222060173780464e-05
High Price_diff_Dividend,9.534180792380225e-05
MA20,0.00014633091836912786
MA5,0.00015775907175646122
Open Price,0.0005856023091277251
Low Price_multiply_High Price,0.0010874495741123522
Low Price_sum_High Price,0.001995493207376642
High Price_sum_Open Price,0.0029008042546423917
Close Price_sum_Open Price,0.003104685616830757
High Price_multiply_Open Price,0.005907502202679325
High Price,0.013064140450128908
Low Price,0.01333402333798481
Close Price_multiply_High Price,0.01964515672216201
Close Price_multiply_Open Price,0.03350785292374272
Close Price_sum_High Price,0.03703423767537822
Close Price,0.18572157630738134
