feature,mean_importance
Prev Volume,-3.713708679676077e-06
MA20,-4.321162503804956e-07
Dividend,2.0383000842727484e-18
Volume,2.774689682469647e-07
MA10,1.8508489054559416e-05
High Price,8.946169419715017e-05
MA5,0.0001225060093196321
Dividend_sum_High Price,0.00018491977524214267
High Price_sum_Open Price,0.0001972106726737288
High Price_diff_Dividend,0.000620331381350211
High Price_multiply_Open Price,0.001155753534578513
Close Price_sum_Open Price,0.0021038982700119927
Prev Close Price,0.0025411131009138795
Low Price_sum_High Price,0.003551370106927603
Close Price_multiply_Open Price,0.0036677495867186187
Low Price_multiply_High Price,0.00953442713412268
Close Price_multiply_High Price,0.011396008248677595
Close Price_sum_High Price,0.012164350804710754
Low Price,0.03799789435695629
Open Price,0.05139052548588988
Close Price,0.11775733673280968
