feature,mean_importance
Dividend,-5.637851296924623e-19
Volume,7.648245779663405e-07
Prev Volume,1.5869766973383194e-06
MA5,5.441608185588519e-06
MA10,7.315194745901058e-06
Prev Close Price,6.030668525123252e-05
MA20,7.887231364969065e-05
Dividend_sum_High Price,0.0002744644900772936
High Price,0.000427453745306834
High Price_diff_Dividend,0.0006081415327391551
Close Price_sum_Open Price,0.0025017503624257162
High Price_multiply_Open Price,0.0027718697746923885
High Price_sum_Open Price,0.0029005354595979535
Low Price_sum_High Price,0.004436107787354764
Close Price_multiply_Open Price,0.006693921781335256
Low Price_multiply_High Price,0.0077104218512887845
Close Price_multiply_High Price,0.010451816248864373
Close Price_sum_High Price,0.011990543356727877
Open Price,0.02465002900058224
Low Price,0.07910341695545772
Close Price,0.07964963752524792
