feature,mean_importance
Dividend,-3.4694469519536144e-19
Volume,3.673217038078266e-06
Prev Volume,1.4794285901043123e-05
MA20,5.365498475493622e-05
MA5,0.00015627253679978658
MA10,0.0001650789623837804
Dividend_sum_High Price,0.0004185850653481766
High Price,0.0005540672167112373
Close Price_multiply_Open Price,0.0011543369467293834
Prev Close Price,0.0016101234643734336
Low Price_sum_High Price,0.0017744281410637323
High Price_diff_Dividend,0.0019257501433582115
High Price_sum_Open Price,0.0025054055257101894
Close Price_sum_Open Price,0.005646002204809933
High Price_multiply_Open Price,0.017896040436590894
Close Price_sum_High Price,0.019532483374780647
Close Price_multiply_High Price,0.020064425864618197
Open Price,0.023980933949367816
Low Price_multiply_High Price,0.025455554984606422
Low Price,0.042093740751053405
Close Price,0.0663667904846105
