feature,mean_importance
High Price_sum_Open Price,7.677070628949873e-05
Prev Close Price,0.0002490137773611525
MA5,0.000343831784357645
Prev Volume,0.00034463385982017557
MA10,0.0003704577597697867
High Price_multiply_Open Price,0.00044641167873134236
Low Price_sum_High Price,0.0007591108656206465
MA20,0.0013829163324380806
Open Price,0.0050652792958712015
Close Price_multiply_Low Price,0.005085646286974646
Close Price_sum_Low Price,0.006587131138072179
Dividend_sum_Close Price,0.007250185181359316
Low Price_multiply_High Price,0.007708949319493094
Low Price,0.008189212813236351
Close Price_diff_Dividend,0.011763682834413711
High Price,0.013222762962446141
Close Price_sum_High Price,0.021617323385183056
Close Price_multiply_High Price,0.02244454880535882
Close Price,0.0704589698417996
