feature,mean_importance
Prev Close Price,0.00019606566482870228
High Price_multiply_Open Price,0.0006850978125751233
High Price_sum_Open Price,0.0010490284061589331
Prev Volume,0.001349621930868313
Close Price_sum_High Price,0.0013717746322747463
MA10,0.001585557881707359
MA20,0.0015939870744721598
Dividend_sum_Close Price,0.0016121244900094776
Low Price_sum_High Price,0.0023983592103959126
Low Price,0.004496234116684846
Open Price,0.004988481740417427
MA5,0.006738600080430005
High Price,0.00931229585853672
Close Price_sum_Low Price,0.010912433558725756
Close Price_diff_Dividend,0.014160681758622295
Low Price_multiply_High Price,0.014488035429932145
Close Price,0.018516173526538775
Close Price_multiply_High Price,0.04457565960653679
Close Price_multiply_Low Price,0.07666851052911852
