feature,mean_importance
Prev Close Price,4.776448755936802e-05
MA10,0.0001581633075191189
Prev Volume,0.0002559531429721342
MA5,0.0007782742492763256
MA20,0.0009850257090234745
High Price_multiply_Open Price,0.0010843280400719727
High Price,0.0015198583678596867
Low Price,0.0026705656402913345
High Price_sum_Open Price,0.004518630466753162
Dividend_sum_Close Price,0.006967201215004169
Open Price,0.006977580965813575
Low Price_sum_High Price,0.008034702208519389
Close Price_sum_Low Price,0.008047254996339064
Close Price_diff_Dividend,0.00926969375137281
Close Price_multiply_High Price,0.010504693281113815
Low Price_multiply_High Price,0.013844838257809421
Close Price_multiply_Low Price,0.01740289750844548
Close Price_sum_High Price,0.019170434796748605
Close Price,0.06673587836819901
