feature,mean_importance
MA20,-1.3282027660611265e-05
Dividend,0.0
Prev Volume,8.494003682903324e-06
Volume,1.1294513900075854e-05
High Price_diff_Dividend,1.7246433609574997e-05
MA5,2.0083967816692233e-05
Dividend_sum_High Price,3.784733215486972e-05
Prev Close Price,0.00013037299786599932
MA10,0.0001719152172605644
High Price_multiply_Open Price,0.0007086646754857803
Open Price,0.0034564231059053445
Close Price_sum_Open Price,0.003962971366614952
Close Price_multiply_Open Price,0.005929148222340095
Low Price_multiply_High Price,0.0067967853720086804
Close Price_sum_High Price,0.007210292508768668
High Price_sum_Open Price,0.01604894821321355
Low Price_sum_High Price,0.018129042369850745
High Price,0.018357813282084606
Low Price,0.026892082730343613
Close Price_multiply_High Price,0.031640261524143516
Close Price,0.12600134750457198
