feature,mean_importance
Volume,-1.282952881083042e-05
Dividend,0.0
Dividend_sum_High Price,5.101436467819156e-06
Prev Volume,2.6559603060788502e-05
High Price_diff_Dividend,2.7953641377053818e-05
MA10,4.9716306067308904e-05
MA5,0.00010357389233921435
Prev Close Price,0.00011039561583937795
MA20,0.0001451410636230422
Open Price,0.00017501402084218204
Low Price_multiply_High Price,0.00042059721612512733
Close Price_sum_Open Price,0.002623825922629834
High Price_sum_Open Price,0.004361135645720324
High Price_multiply_Open Price,0.0052973036253885705
Low Price_sum_High Price,0.006247390676569861
High Price,0.0064648596174413904
Low Price,0.01412105621759005
Close Price_multiply_High Price,0.014771228270517054
Close Price_sum_High Price,0.03743319469556891
Close Price_multiply_Open Price,0.0378274161062999
Close Price,0.19002209417325203
