feature,mean_importance
MA10,-1.0542724205219595e-05
Dividend_sum_High Price,-5.854540877548234e-06
Dividend,0.0
Volume,2.1376725690945476e-05
Prev Volume,4.5598796449784846e-05
High Price_diff_Dividend,4.737318198535998e-05
MA5,6.592573117893842e-05
MA20,0.0001974273760488294
Prev Close Price,0.0008845482245137155
Low Price_sum_High Price,0.0010929398348630834
Open Price,0.002246938487299078
High Price_multiply_Open Price,0.003270800419177682
High Price,0.0035041027753764838
High Price_sum_Open Price,0.004523853205857622
Close Price_sum_Open Price,0.007316970083240363
Close Price_multiply_Open Price,0.008690441938337568
Close Price_sum_High Price,0.01431110518374316
Low Price,0.018149750034012202
Close Price_multiply_High Price,0.023853924451479498
Low Price_multiply_High Price,0.03237896196303371
Close Price,0.12954687939375548
