feature,mean_importance
Prev Volume,-1.4209363064792954e-05
Dividend,0.0
Dividend_sum_High Price,1.6455243760850335e-06
Volume,3.086481868177348e-05
High Price_diff_Dividend,4.581511007554638e-05
MA10,9.290082273389855e-05
MA20,0.0003286650722304015
MA5,0.00034514074279722945
Prev Close Price,0.0004169065213450715
High Price_multiply_Open Price,0.0004807312512471933
Low Price_sum_High Price,0.0011125868914366936
High Price,0.0012983687772713587
Low Price_multiply_High Price,0.0015796817816153374
Open Price,0.0034547292719030293
Close Price_multiply_Open Price,0.00781821229259215
High Price_sum_Open Price,0.008434418819270494
Close Price_sum_Open Price,0.008483102657202488
Close Price_sum_High Price,0.009106488378470941
Close Price_multiply_High Price,0.02572953870328714
Low Price,0.048953834794460624
Close Price,0.15775165297031163
