feature,mean_importance
Dividend,-2.2792078095690283e-08
MA20,2.1433709516727356e-05
Volume,7.090324512141321e-05
MA10,0.0010776313308234356
Prev Volume,0.004597809025544954
Prev Close Price,0.0059694582128781756
Open Price,0.01138418556961021
High Price,0.013093789611377327
MA5,0.01951277917912935
Low Price,0.1129718806797793
Close Price,0.611474396238785
