feature,mean_importance
MA5,-0.001014239680731044
High Price_ratio_Open Price,-0.0004792339279462876
Dividend,-0.0003998352470644839
Dividend_ratio_Prev Volume,-0.0003888147919766993
High Price_diff_Low Price,-0.00033132782700622253
Close Price,-0.00030219119900192214
MA5_ratio_Prev Close Price,-0.00021361717503787236
Dividend_ratio_Volume,5.268411370786819e-05
MA10,9.257913829554542e-05
MA20,0.0004992893442522072
Prev Close Price,0.0006053306076577947
High Price,0.0009747792050030402
Open Price,0.000995862876787279
Low Price,0.0015767106886376725
Open Price_diff_Low Price,0.0018139693893193475
Open Price_ratio_High Price,0.0024459191432276927
Open Price_diff_Close Price,0.0035424810668817975
Prev Close Price_ratio_MA5,0.0038951447983416763
Volume,0.004003825448359777
Prev Volume,0.004609076468484829
Low Price_diff_Close Price,0.008594929056035561
