feature,mean_importance
Prev Close Price_ratio_MA5,-0.0022502727089882104
MA20,-0.001003931402787117
Dividend,-1.1322433557392486e-07
Dividend_ratio_Volume,0.0
Dividend_ratio_Prev Volume,0.0
Open Price_ratio_High Price,8.046510365218306e-05
Open Price_diff_Close Price,9.963424419794365e-05
MA10,0.000263980891451987
Open Price,0.0010063046274967125
MA5,0.0011056646660826618
MA5_ratio_Prev Close Price,0.0011364851257375853
Low Price,0.0012644392654663772
High Price,0.001523211312822248
High Price_ratio_Open Price,0.0017430243675720324
Prev Close Price,0.0019072308602037901
High Price_diff_Low Price,0.002052415359731841
Close Price,0.0021491497928367576
Prev Volume,0.002557448659959549
Open Price_diff_Low Price,0.0026282431021898535
Volume,0.0043067015092403075
Low Price_diff_Close Price,0.009003913034730537
