feature,mean_importance
Dividend,8.973962109040667e-08
Volume,2.8456095878006198e-05
High Price_sum_Open Price,3.881451753009208e-05
MA10,9.187144764895069e-05
High Price_multiply_Open Price,0.0001267500155047589
Prev Volume,0.00020681474376470064
Prev Close Price,0.00032653675289022135
Low Price_sum_High Price,0.0005751639279415084
MA20,0.0007539936670768122
Close Price_sum_High Price,0.0009659242037158344
Dividend_sum_Close Price,0.0012952932457694763
High Price,0.001853630465335964
Close Price_sum_Low Price,0.0019253023375794102
Close Price_multiply_High Price,0.005587308664941933
MA5,0.006552169478974674
Low Price_multiply_High Price,0.017850775723070575
Close Price_multiply_Low Price,0.02068960497766558
Low Price,0.031111526778394866
Open Price,0.037164845649958964
Close Price_diff_Dividend,0.051596316686674915
Close Price,0.0786868160952395
