feature,mean_importance
Volume,-8.559673623707818e-05
Dividend,0.0
Low Price_sum_High Price,0.0001594661140575826
Open Price,0.0006197856522701413
MA10,0.000627695610881361
High Price,0.0006913898085957396
Dividend_sum_Close Price,0.000753047655938439
High Price_sum_Open Price,0.0010041108784802624
Close Price_sum_High Price,0.0011789337514578556
Prev Volume,0.0014355875801062164
MA20,0.0016440210359988984
Prev Close Price,0.0016584431395968186
High Price_multiply_Open Price,0.0020671474765183036
Low Price_multiply_High Price,0.002521721162127843
Close Price_sum_Low Price,0.004295375529813869
MA5,0.015745001199671194
Close Price_multiply_Low Price,0.019514328092119438
Close Price_diff_Dividend,0.02439553522546442
Low Price,0.030277928790519503
Close Price,0.07573836783802751
Close Price_multiply_High Price,0.08773771163478564
