feature,mean_importance
Dividend,0.0
Prev Close Price,0.000305049885479633
Volume,0.0003886964526909365
High Price_sum_Open Price,0.0004109533397177579
Prev Volume,0.0012737590898508043
MA10,0.0015580133786954615
MA20,0.0017261707489441887
Dividend_sum_Close Price,0.002130077943642681
Open Price,0.0021405692940250566
High Price_multiply_Open Price,0.002143734330820592
MA5,0.0023727892255273816
High Price,0.0042997185046081045
Low Price,0.005670733680876626
Low Price_sum_High Price,0.00823910925887068
Close Price_sum_High Price,0.009003834428967922
Low Price_multiply_High Price,0.010174356191103507
Close Price_sum_Low Price,0.012281492814248101
Close Price_diff_Dividend,0.02708958878013784
Close Price,0.03010270833037505
Close Price_multiply_Low Price,0.035609072928381086
Close Price_multiply_High Price,0.053457690644276024
