feature,mean_importance
Volume,-6.529406299157994e-05
Dividend,0.0
Prev Close Price,0.00026058154541616657
MA10,0.00043860252298678177
Prev Volume,0.0005010970885358824
MA5,0.0006936662368240036
High Price_multiply_Open Price,0.000999966285750212
Open Price,0.0011506440939331188
MA20,0.0016679260388878635
Low Price_multiply_High Price,0.0021862255126666873
Close Price_multiply_Low Price,0.005216148988103267
Close Price_diff_Dividend,0.005364274817039705
Low Price,0.00860979067812274
Close Price_multiply_High Price,0.012613252474155966
Low Price_sum_High Price,0.012780135494058504
High Price,0.015261553736238586
Close Price_sum_High Price,0.016031121418301326
Close Price_sum_Low Price,0.018219363725991304
Dividend_sum_Close Price,0.020856112215912888
High Price_sum_Open Price,0.025036695263786112
Close Price,0.028198821701929555
