feature,mean_importance
Dividend,0.0
Volume,9.469828776602004e-06
Prev Close Price,3.9840230486934414e-05
MA10,0.00013274767850036587
High Price_multiply_Open Price,0.00017499611601391307
Open Price,0.0002303014229881455
Prev Volume,0.0003441112039779051
MA5,0.000820370123828049
MA20,0.0008488200170731102
High Price,0.0016407737743474784
Low Price_multiply_High Price,0.005201186825092635
Low Price,0.007196776575433057
Low Price_sum_High Price,0.0073084088141264995
Close Price_sum_Low Price,0.00870993693200051
Dividend_sum_Close Price,0.009427305839682829
High Price_sum_Open Price,0.012016475066859574
Close Price_multiply_High Price,0.020541384709692405
Close Price_diff_Dividend,0.023067214443768018
Close Price_sum_High Price,0.024923430548822255
Close Price_multiply_Low Price,0.03049381866063397
Close Price,0.030905507657701763
