feature,mean_importance
Volume,-3.7663967174250344e-05
Dividend,0.0
Prev Close Price,2.035676798238413e-05
Prev Volume,3.075410629690325e-05
MA10,8.754888077523083e-05
MA20,0.00028124798834081174
MA5,0.0004920269447263353
High Price,0.0004931760107753147
High Price_sum_Open Price,0.001086230772406463
Low Price_multiply_High Price,0.0015584446742621819
Open Price,0.0015730801827232165
High Price_multiply_Open Price,0.0023298420339474073
Low Price_sum_High Price,0.004609085729015427
Dividend_sum_Close Price,0.009087959783406888
Close Price_multiply_High Price,0.01113731870748563
Close Price_diff_Dividend,0.014519474275030328
Close Price_multiply_Low Price,0.016725713974394138
Close Price_sum_High Price,0.0236147964280858
Close Price,0.03231968704225376
Low Price,0.03424390803680065
Close Price_sum_Low Price,0.0390970293162608
